latitude,longitude,altitude,veast,vnorth,vup,latitude_out,longitude_out,altitude_out
-16.616334945548502,-14.172417193555049,10660.903153285066,55.877819269620886,-657.3480872494854,243.87152414906322,-17.587746238935875,165.91538026736325,0.0
-80.03411277986518,-143.4723552988887,5564.268370058015,479.2182633999694,-683.3400827845048,690.3029626424988,-83.76907317369128,71.2042631245535,9.313225746154785e-10
51.93627794761548,-138.0278525100733,6263.274671961263,-851.5979820876798,506.08773413147605,427.98028042824956,52.9914949026743,38.9891220781783,0.0
-38.285066737917745,-12.397749285933571,18390.63776454416,491.1007036149658,-742.6876108310958,442.5054947323991,-40.50861778661006,169.56844040366454,0.0
-8.93689434589119,150.6784154138415,9065.97884887904,91.20749466953703,-561.9414517430657,808.1402650066298,-24.291016847514204,333.2790045991145,0.0
-35.2957850386622,39.71017546578125,11175.7387878823,454.17475559287345,-678.4713043218185,249.30886364904924,-36.21768194830865,220.47914485450372,0.0
4.751914373486173,-25.549574825875084,10456.978360882982,-907.789941354246,14.908544941222317,419.4146624482519,4.786055611913996,152.3321988058396,0.0
22.28619831924361,-83.09323730241815,8362.866645280572,-376.62640645928366,845.3865133560753,85.72897878416529,22.804255045215438,96.65901789387487,0.0
49.819582390492315,-101.86480148147889,10376.992902170956,-359.8992262551519,-148.75047513990933,363.7183995841513,49.173097621557275,75.7495336732157,0.0
33.52349616596233,173.68301092673806,11449.291719113855,854.6564914632638,77.20947971178634,114.68995310594087,33.58232235763384,354.51485291973495,0.0
86.56899537380491,-2.8073341512230456,16944.6506419829,-111.48225435563597,439.0098912044623,267.61876327961795,87.6461288883106,170.68986845076498,9.313225746154785e-10
18.146896598864373,6.787363610782052,9243.006435615182,132.45895314408426,-539.4945050328059,719.6745298193725,8.852923761689027,188.88309039203187,0.0
56.51433358973921,117.28870537918641,9208.60294598084,662.4142989924178,481.37166810611893,556.4203589805135,58.54140997217807,303.10967331670525,0.0
37.55612738937576,-143.3061646039077,1257.1150466781921,30.68266498566959,-506.836055744901,445.17395077575026,35.359417719855614,36.825925699430286,0.0
-85.04375754194413,-111.00732144402217,7835.507178021797,260.38966443219215,633.2955364559439,971.6717281952901,-57.60671799368024,29.399652778633254,0.0
72.76809910171102,-174.66170114810922,16966.424318475423,748.1716480946516,326.5798545011746,6.850468525168907,72.9893243865804,7.151281809980389,0.0
-9.017126774346707,-20.246332845867244,13249.294266697098,-403.0585712158545,948.222599613214,650.0636166376145,-4.2456885101357855,157.7037154824854,9.313225746154785e-10
-68.59356227954915,-38.73411522152716,16587.471747485102,-930.5359439737186,-646.8226520822018,806.8651265053868,-72.38998467918601,117.16448545072552,9.313225746154785e-10
60.35403167048631,109.32396289130395,2296.7809317272313,-338.32041787152514,-926.6033910324256,266.48931168769275,59.46666329901879,288.67762833397745,0.0
-53.59531926873886,124.01821274522325,19518.89148849022,16.692067834830368,899.1700133613701,125.24957294336869,-52.64893821671691,304.0400088294257,0.0
-58.64351929957465,-121.91825903991518,10987.38477180807,742.6412602838311,-322.1593247111383,618.1581501369233,-60.213045985242665,67.15434697383574,0.0
-9.153525656010373,-80.32751597973235,8789.45201605878,-91.37884189683484,-768.2281918448475,472.1054364919212,-11.73583934837519,99.36136212331644,0.0
30.563060510449972,170.75193028982318,13439.11246942286,626.8424686296883,356.47976350353383,344.9290167423962,31.372793664310272,352.4471562391867,0.0
82.33183963547836,-6.194647719315839,18884.314871244784,222.6848427077905,-73.43171228978656,734.3197148603156,10.805995283243247,236.85791994880879,9.313225746154785e-10
59.999985130344015,33.03774449428528,254.62474341329866,-568.7235516518798,138.73131409016696,518.574768190098,60.61545357028698,207.27173221725073,0.0
1.4957936923681103,92.17257492944105,19417.35800191314,-340.7209503665018,475.3344355091431,720.827197128925,8.56657158034916,267.01576465929776,0.0
23.404238599247208,69.22177459202305,14857.141308186781,-894.9922084217703,847.6606845900405,284.3549326287285,24.560050482443913,247.8908210214181,0.0
60.30624348174055,107.31810403884884,6369.127486454349,488.6010824506857,672.8372884812541,291.01706719566056,61.22795151569016,288.7337417866508,0.0
